final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.4888888888888889,0.4970743437331839,0.022693945034387653,7,353,10,22,0.24444444444444444,0.4888888888888889,0.9994852499628392,2.66,3.7,0.5448954489544895,0.26666666666666666,0.275,0.39208791208791205,0.5,10,5,22
