final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.5895061728395061,0.6003011142834871,0.013544465650319908,6,248,10,12,0.13333333333333333,0.5895061728395061,0.9998165810989125,2.1666666666666665,2.5,0.3874538745387454,0.22222222222222224,0.1087962962962963,0.1496109554933084,0.6,10,6,12
