final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.3055555555555556,0.30771842039965275,0.0451759218793566,6,393,10,21,0.23333333333333334,0.3055555555555556,0.9618003795625109,2.575,3.7,0.6974169741697417,0.25925925925925924,0.2824074074074074,0.3345520135801465,0.6,10,6,21
