final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.48261758691206547,0.4990326924628913,0.011581202475105261,5,457,10,25,0.2777777777777778,0.48261758691206547,0.9998658937361329,2.9499999999999997,4.5,0.5375153751537516,0.3333333333333333,0.2523148148148148,0.3250965250965251,0.4,10,4,25
