final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.4852941176470588,0.488202827570849,0.015548644288450148,6,1548,10,90,1.0,0.4852941176470588,0.9941470419677724,0.9,0.9,0.5473554735547356,1.0,0.0,1.0,0.5,10,5,90
