final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.5975422427035331,0.6016581772745883,0.013376331224576966,7,620,10,32,0.35555555555555557,0.5975422427035331,0.9998211057718416,1.5499999999999998,1.9,0.3985239852398524,0.3333333333333333,0.046296296296296294,0.6,0.2,10,2,32
