final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.3894230769230769,0.41560173330198796,0.019154102362456328,26,1200,50,70,0.02857142857142857,0.3894230769230769,0.9807279015814305,3.5176059362473757,6.533333333333333,0.46740467404674046,0.038265306122448974,0.02164824263038549,0.052298232065994765,0.48,50,24,70
