final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.4025764895330113,0.3956806946455798,0.012192460596667282,24,1610,50,98,0.04,0.4025764895330113,0.9978333064321436,1.9147368421052628,1.94,0.6100861008610086,0.02040816326530612,0.0,0.5051546391752577,0.24,50,12,98
