final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.7592592592592593,0.7360232353149019,0.04052835037520562,6,362,523,17.433333333333334,10,26,0.28888888888888886,0.7592592592592593,0.44216990465848177,1.9666666666666666,2.5,0.24477244772447723,0.25,0.10104166666666668,0.4023529411764706,0.4,10,4,26
