final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.2777777777777778,0.27501383441706706,0.020378831225775742,7,316,424,14.133333333333333,10,20,0.2222222222222222,0.2777777777777778,0.38973925569800255,2.5,2.5,0.7060270602706027,0.22222222222222224,0.22222222222222224,0.35999999999999993,0.6,10,6,20
