final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.531578947368421,0.5562837814307351,0.01738262698097278,6,454,592,19.733333333333334,10,26,0.28888888888888886,0.531578947368421,0.4498981363665475,1.9285714285714286,2.5,0.43788437884378845,0.2222222222222222,0.035648148148148144,0.36000000000000004,0.3,10,3,26
