final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.6707818930041153,0.6716902590126993,0.015432143477953941,6,740,940,31.333333333333332,10,42,0.4666666666666667,0.6707818930041153,0.5484302913723643,1.3499999999999999,1.7,0.3234932349323493,0.38888888888888884,0.03587962962962962,0.6137019230769231,0.4,10,4,42
