final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.6932515337423313,0.632845131839147,0.03447942084227128,7,139,185,6.166666666666667,10,9,0.1,0.6932515337423313,0.32197168477581495,1.6666666666666667,4.0,0.3333333333333333,0.19444444444444445,0.1736111111111111,0.1263227513227513,0.4,10,4,9
