final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.6544117647058824,0.6375911251198335,0.014252027221052701,5,151,199,6.633333333333334,10,9,0.1,0.6544117647058824,0.32867286578710303,1.2,3.0,0.33087330873308735,0.2,0.17222222222222222,0.12444444444444444,0.5,10,5,9
