final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.6366120218579235,0.6392099942758839,0.01360431921106411,5,243,315,10.5,10,14,0.15555555555555556,0.6366120218579235,0.3708078052810893,2.0370370370370368,3.8,0.35670356703567035,0.1111111111111111,0.0,0.16666666666666666,0.1,10,1,14
