final_accuracy,average_accuracy,accuracy_std,max_failed_nodes,total_messages,total_communication_cost,avg_communication_cost_per_round,network_info_n_agents,network_info_n_edges,network_info_density,accuracy,robustness,error_depth_mean_depth,error_depth_max_depth,error_depth_error_rate,failed_node_centrality_avg_degree_centrality,failed_node_centrality_avg_betweenness_centrality,failed_node_centrality_avg_closeness_centrality,failed_node_centrality_failure_rate,n_agents,n_failed,n_edges
0.6850715746421268,0.6752846092709875,0.04355915106855448,9,584,810,27.0,10,42,0.4666666666666667,0.6850715746421268,0.518526806029892,1.4666666666666666,1.7,0.3333333333333333,0.5555555555555556,0.09953703703703703,0.7006993006993008,0.4,10,4,42
